Round,round_num,home_Gls,Away_Gls,goals_difference,shots_difference,SoT_difference,tackles_difference,touches_difference,xG_difference,home_side_rank,away_side_rank,rolling_points_difference,rolling_points_home_difference,rolling_points_away_difference
Matchweek 17,17,0,1,0.4,7.8,2.2,0.2,167,1.2,4,14,1.2,0.79999999999999982,2.1999999999999997
Matchweek 17,17,1,1,-0.4,-4.4,-2,0.6,-136.6,-0.6,9,13,0.59999999999999987,-0.8,0.79999999999999993
Matchweek 17,17,0,1,1.2,3.6,1.6,1.2,42.2,1.9,2,19,2.2,2.2,1
Matchweek 17,17,2,0,2.4,4.2,3.4,-2.2,178.2,0.8,1,20,2.2,2.4,1.8
Matchweek 17,17,1,0,0.6,-3.2,1.2,-8,81.8,0.4,5,14,0.8,0.40000000000000013,0.20000000000000007
Matchweek 17,17,2,0,0,-1,1,0.6,81.6,-0.1,8,17,0,-0.20000000000000018,0.19999999999999996
Matchweek 17,17,0,1,0.8,6.4,0.8,-0.4,63.8,1.3,18,14,0.79999999999999993,0.39999999999999991,0.19999999999999996
Matchweek 17,17,1,2,-0.8,1.4,0,-6.6,-52,-0.5,5,7,0.20000000000000018,0,1.6
Matchweek 18,18,1,3,-0.2,-4.6,-1.2,-6,-135,-0.5,18,17,-0.19999999999999996,0.19999999999999996,0.79999999999999993
Matchweek 18,18,0,1,-0.2,1.2,-0.2,-2,76.8,-0.8,15,10,-0.6,-0.19999999999999996,-0.60000000000000009
Matchweek 18,18,0,1,-0.4,3.2,1,-3.4,38.4,0.1,13,6,-0.60000000000000009,0.60000000000000009,-0.79999999999999993
Matchweek 18,18,0,0,-0.4,2.2,1.4,5.6,-183.6,-0.1,13,11,-0.4,0.60000000000000009,-0.4
Matchweek 18,18,3,1,0.4,1.4,0.4,-3,145.4,-1,2,2,-0.39999999999999991,-1.2,-0.39999999999999991
Matchweek 18,18,1,0,0.2,0,0.8,1.6,-44,0,8,12,-0.20000000000000018,1.0000000000000002,-0.40000000000000013
Matchweek 18,18,1,2,-0.2,-2.8,-1,1.8,-28.2,-0.3,19,5,-0.20000000000000018,-2,-1
Matchweek 18,18,0,2,2,-5.8,0.4,6.2,-179.2,0.1,8,4,1.7999999999999998,-0.19999999999999973,-1.2000000000000002
Matchweek 18,18,2,0,-1.6,-5.2,-3.6,2.6,-129.8,-0.6,20,7,-1.8,-1,-0.59999999999999987
Matchweek 18,18,0,2,-1.8,-6.2,-2.4,7.4,-187.4,-1,15,1,-1.8,-2.8,-1.8
Matchweek 19,19,1,0,-0.2,-0.6,-2.2,0.6,-89.6,0.1,15,19,-0.20000000000000007,1,-0.19999999999999996
Matchweek 19,19,1,1,-0.6,-1.2,-1,-1.8,-93.6,-0.5,15,11,-0.4,-0.39999999999999991,-0.8
Matchweek 19,19,0,2,-0.6,2.4,0,-9.2,118.2,-0.2,4,14,-0.60000000000000009,0.60000000000000009,0.8
Matchweek 19,19,2,1,0.2,0.8,-1.4,-6.8,3.4,-0.1,9,18,0.40000000000000013,0.60000000000000009,0.40000000000000013
Matchweek 19,19,1,0,0.6,4,1.2,7,-20.2,0.1,13,11,-0.39999999999999991,0.8,-0.6
Matchweek 19,19,0,4,-1,-0.4,-1.2,3,-121,0.3,2,1,-1.2,-0.60000000000000009,-0.20000000000000018
Matchweek 19,19,4,1,-0.2,7.4,3.6,-2.8,155.4,1,6,9,-0.19999999999999996,-0.20000000000000018,0.19999999999999996
Matchweek 19,19,1,1,0.6,1,1.4,-0.2,125.6,0.3,7,20,1.2,1.4,0.59999999999999987
Matchweek 19,19,2,1,1,-4,-1.6,6.6,-92,0,7,15,0.8,-0.39999999999999991,-0.20000000000000007
Matchweek 19,19,3,2,-1,-5.6,-3,-1,-254.6,-0.9,5,2,-0.39999999999999991,-0.19999999999999996,-0.19999999999999996
Matchweek 20,20,1,2,0,-5.8,-2,-1.6,-117,-0.4,12,4,-0.19999999999999996,-1.2000000000000002,-0.8
Matchweek 20,20,2,0,0.8,6.6,4.4,-0.8,118.6,0.7,14,16,0.19999999999999996,0.59999999999999987,0
Matchweek 20,20,0,2,-1.2,-11.6,-6,-1.8,-222.6,-0.9,12,5,-1.2,-0.8,-0.19999999999999996
Matchweek 20,20,1,0,1.2,-1.2,-0.2,0.2,215.8,0.8,1,5,1,1.4,0.8
Matchweek 20,20,2,0,1.4,6.2,3.2,-1.8,130.4,0.7,2,8,-0.19999999999999996,0.39999999999999991,0.19999999999999996
Matchweek 20,20,1,2,0,-4.6,-0.8,-1.2,-26.2,-0.5,11,9,0.40000000000000013,0.20000000000000018,0.6
Matchweek 20,20,1,2,-1.2,3.4,-0.2,-5,24.2,0,20,7,-1.2000000000000002,-1.4000000000000001,0.19999999999999996
Matchweek 20,20,1,1,0.8,4.2,2,10.4,65.4,0.7,15,9,0.19999999999999996,0.39999999999999991,0
Matchweek 20,20,3,0,-0.2,-4.2,-0.6,0.8,-42.8,-0.1,19,16,0.4,-0.19999999999999996,0.20000000000000007
Matchweek 20,20,1,2,-0.8,-3,-0.4,7,-83.6,-1.2,18,2,-0.6,-2.1999999999999997,-1.2
Matchweek 21,21,2,0,-0.8,-8.2,-5.2,-1,-15.4,-0.9,9,5,-1.4,-1.6,-0.39999999999999991
Matchweek 21,21,1,1,0.2,-0.8,2,-0.2,-78.4,-0.1,14,4,-0.19999999999999996,-0.40000000000000013,-1
Matchweek 21,21,1,2,-0.2,-6.6,-1,2.4,-85,-0.3,14,16,0.6,0,0.6
Matchweek 21,21,2,0,1.2,5.4,3.2,-3,295.2,0.8,1,8,1,1,1
Matchweek 21,21,2,1,1,1.2,1,-2.8,257,0.4,2,11,-0.19999999999999996,0.39999999999999991,0.8
Matchweek 21,21,0,3,-0.4,-1,-1.2,2.8,-125,-1,12,2,0,-0.39999999999999991,-1.2
Matchweek 21,21,1,1,0,2,1.4,0.2,27.6,0,20,9,-0.6,-0.60000000000000009,0.39999999999999991
Matchweek 21,21,1,0,-0.8,3.8,0,5.6,17.8,0.4,12,7,-1,-0.20000000000000018,-0.8
Matchweek 21,21,2,1,-0.4,-4.4,-2.2,-0.2,-87,0.1,19,5,0.20000000000000018,-0.20000000000000018,-0.8
Matchweek 21,21,4,0,0.4,2.8,2,9.2,8.6,0.1,17,18,-0.20000000000000007,-0.8,0.6
Matchweek 22,22,1,6,-1.6,-3,-3,-2.6,-252,-0.7,16,2,-1.2,-1.2,-0.79999999999999993
Matchweek 22,22,0,3,-1.2,-2.4,-0.8,0.4,86,-0.6,19,17,-1.2,-0.59999999999999987,-0.20000000000000007
Matchweek 22,22,3,0,0.4,5.2,2.2,5.8,289.6,0.5,4,14,0.19999999999999996,0,0.60000000000000009
Matchweek 22,22,1,1,0.2,2.2,1.2,1,-33.2,0.3,10,10,0.19999999999999996,0.99999999999999989,-0.19999999999999996
Matchweek 22,22,1,0,-0.2,0.4,-1.8,-3.8,-142.2,0.1,9,14,0.39999999999999991,0.60000000000000009,0.39999999999999991
Matchweek 22,22,1,2,-0.2,-1.4,0.4,-9,53.8,0,3,10,-0.8,0.40000000000000013,1
Matchweek 22,22,4,0,0.6,5.6,2.6,-4.8,160.6,0.4,5,20,1,2.1999999999999997,0.19999999999999996
Matchweek 22,22,1,0,-0.6,-3,-2,-5.6,-7.8,0.2,7,17,0.19999999999999996,1.6,0.40000000000000013
Matchweek 22,22,0,1,-1,-4.2,-0.6,7,-226.6,-1.3,7,1,-1.2,-1,-1.2
Matchweek 22,22,1,1,0.8,6.2,2.2,-0.2,180.2,0.5,6,13,0.6,0,0.40000000000000013
Matchweek 23,23,1,1,0.4,0.2,0.8,-2.6,134,-0.2,10,7,-0.19999999999999996,-0.8,-0.19999999999999996
Matchweek 23,23,1,1,-0.2,0.6,0.8,3.8,109,0,15,16,-0.39999999999999991,-0.19999999999999996,-0.39999999999999991
Matchweek 23,23,2,1,-1,0.2,-4,-2.2,-225.6,-0.6,14,3,-0.6,-1.2000000000000002,-1.2
Matchweek 23,23,2,0,0,-1.4,-1.2,-0.4,136.8,0.4,1,6,1.2,0.60000000000000009,1.6
Matchweek 23,23,2,2,2,6,4,-4,217.2,0.8,2,10,1.2,1,0.19999999999999996
Matchweek 23,23,1,0,-0.8,-4.6,-1.4,-1.2,-295.2,-0.7,10,4,-1.2,0.19999999999999996,-0.19999999999999996
Matchweek 23,23,1,0,0.4,3.8,2.4,3.8,-39.6,0.3,20,19,0,-0.4,0.6
Matchweek 23,23,2,3,0.4,-0.8,1.6,8.8,-64.6,0.3,13,5,1.2000000000000002,0,0
Matchweek 23,23,0,0,1.4,1.2,-0.8,-3.2,-132.6,0.5,17,7,1.4000000000000001,0,-1
Matchweek 23,23,1,1,0.2,-4.8,-0.8,7.4,-19,-0.4,17,9,-1.4,-1.4,0.6
Matchweek 24,24,2,1,-0.8,-3.2,-0.6,-1,18.6,-0.9,15,17,-0.80000000000000027,-0.8,0.39999999999999991
Matchweek 24,24,2,1,-0.8,-4.2,-1.6,-3.6,-28.2,-0.3,17,16,-0.8,-0.8,-0.20000000000000007
Matchweek 24,24,2,2,0,4.6,1,3.6,110.6,0.4,4,11,0.19999999999999996,0.39999999999999991,0
Matchweek 24,24,0,2,-0.2,-3.4,-2.2,-8,-52.8,-0.3,14,9,-0.60000000000000009,-0.39999999999999991,-0.8
Matchweek 24,24,2,2,0.4,6.2,2.6,-0.2,159.4,1.2,9,11,1.2,0.60000000000000009,-0.20000000000000007
Matchweek 24,24,4,1,0,-0.4,2,-4.4,109.8,0.4,3,17,0.39999999999999991,0.6,1.2
Matchweek 24,24,0,2,1.4,3.6,3.8,0.6,242.2,0.7,6,11,1.2000000000000002,1.7999999999999998,0.19999999999999996
Matchweek 24,24,0,1,-2.2,-6.8,-3.8,4.4,-318,-0.7,8,2,-1,-0.79999999999999982,-0.60000000000000009
Matchweek 24,24,2,1,0.2,1.4,1.4,0,43.8,0.4,6,20,0.59999999999999987,1.4,0.60000000000000009
Matchweek 24,24,1,2,-0.4,-1.8,-1.2,2.2,-168.4,-0.4,5,1,-1.6,-1.4,-1.6
Matchweek 25,25,2,1,-0.8,-2.8,-1,0.6,-20.4,-0.4,16,15,-0.79999999999999993,-0.39999999999999991,-0.20000000000000007
Matchweek 25,25,0,0,-0.4,2.2,-1.2,-4.8,-125.2,0,10,10,0,0.39999999999999991,-0.19999999999999996
Matchweek 25,25,0,0,0.6,-0.4,0.6,2.8,63.4,-0.2,14,9,0,0,-0.19999999999999996
Matchweek 25,25,2,2,0.6,-2.8,2.2,-0.6,-8.2,0.2,3,4,0.19999999999999996,0,1
Matchweek 25,25,4,0,0,0.2,-0.6,-8,186,0.4,1,10,1,1,0.60000000000000009
Matchweek 25,25,0,0,0,3.4,1.8,-4.2,71.4,0.1,7,6,0.39999999999999991,0.79999999999999982,0
Matchweek 25,25,0,0,0.2,-1.8,0,-9.2,-130.4,-0.1,10,20,0.19999999999999996,1.4,0.20000000000000007
Matchweek 25,25,2,0,-1.8,-5.4,-2,5.8,-241.8,-0.4,5,2,-1.2000000000000002,-0.59999999999999987,-0.59999999999999987
Matchweek 25,25,2,3,0.4,-0.6,-2.4,3,-99.8,0.2,19,8,0.39999999999999991,0.20000000000000018,0
Matchweek 25,25,3,2,0.4,-4.2,-1,-1,-91.8,0.1,16,18,-0.19999999999999996,-0.19999999999999996,0.39999999999999991
Matchweek 26,26,4,0,0.4,0.4,0.6,4.2,132.6,0.4,10,12,0.19999999999999996,-1,0.39999999999999991
Matchweek 26,26,1,3,0.6,0.4,-0.2,-3.8,-5.4,0,15,5,0,-0.60000000000000009,-0.59999999999999987
Matchweek 26,26,0,1,-0.6,3,2,-2.6,170.8,-0.2,19,16,-0.99999999999999989,-1.0000000000000002,0
Matchweek 26,26,0,2,0.8,1.2,-0.2,1.6,-23.4,0.6,4,6,0.39999999999999991,-1,0.19999999999999996
Matchweek 26,26,3,1,0.8,3,2.2,-0.4,35.6,1.1,8,14,0.8,0.60000000000000009,0
Matchweek 26,26,2,0,0.4,9.8,2.4,-5,319.6,1.1,2,16,0.60000000000000009,1.2,1.7999999999999998
Matchweek 26,26,0,1,-1.6,-1.6,-3.6,5.2,-166.2,-0.6,20,1,-2,-2.2,-2.4
Matchweek 26,26,2,1,-0.4,-0.8,-0.6,3.4,-77.2,-0.2,9,16,-0.19999999999999996,0.59999999999999987,0.79999999999999993
Matchweek 26,26,1,2,0.4,3.4,3.4,8.4,84.8,-0.3,12,10,0.40000000000000013,0.19999999999999996,1.2
Matchweek 26,26,0,0,-1,-2.8,-3.2,-2.2,-85.6,-0.4,7,3,-0.39999999999999991,0.19999999999999996,-0.40000000000000013
Matchweek 27,27,3,2,-0.4,-4,-2.2,-3.6,31,-0.8,8,8,-0.80000000000000027,-0.80000000000000027,0
Matchweek 27,27,3,0,0.2,-1.8,0.2,4.2,-59.4,0,8,16,0.8,0.59999999999999987,0.6
Matchweek 27,27,2,0,0,1.8,-0.4,-1.4,144.4,0.1,4,6,-1,-1,-0.60000000000000009
Matchweek 27,27,1,0,0,-0.4,-0.2,4.4,43,0,13,14,-0.6,-0.60000000000000009,0.4
Matchweek 27,27,0,1,-0.6,-7.8,-1.2,8.6,-245.2,-0.9,3,2,-1,-1.2,0
Matchweek 27,27,3,2,1,7.2,3.6,0.8,228,1.1,1,16,2.2,2.2,2.4
Matchweek 27,27,3,0,-0.2,2.8,2.4,-7,222.2,-0.1,5,16,0,-0.20000000000000018,-0.19999999999999996
Matchweek 27,27,1,1,0,-2.8,-1,1.6,-173,-0.3,8,16,1.4000000000000001,0.8,1.2
Matchweek 27,27,2,0,0.2,0.6,2.2,6.2,-29,-0.3,12,15,0.39999999999999991,-0.39999999999999991,1.5999999999999999
Matchweek 27,27,3,0,0.6,-0.6,0.8,0,-33.8,0.4,6,20,0.39999999999999991,0.19999999999999996,0.59999999999999987
Matchweek 28,28,0,0,0.2,2,0.4,-4.2,91.8,0.1,17,8,-0.39999999999999991,-0.8,-0.19999999999999996
Matchweek 28,28,2,2,-0.2,-4.6,-0.6,-5.8,-225.4,-0.2,18,4,0.19999999999999996,0.59999999999999987,-1
Matchweek 28,28,0,1,0.2,2.6,0.2,-1.6,114.4,0.5,19,12,-0.6,-0.19999999999999996,-0.39999999999999997
Matchweek 28,28,1,1,1.2,-1.4,0.6,4,-95.6,1.1,8,6,0.20000000000000018,0.20000000000000018,0.19999999999999996
Matchweek 28,28,3,0,-0.8,9.4,1.6,-2.8,209.2,1.1,2,11,0.19999999999999996,1.2000000000000002,0.8
Matchweek 28,28,0,0,-1.2,-0.6,-2,-3,67.2,-0.8,14,8,-1.6,0,-1.4
Matchweek 28,28,1,0,-1,-2.2,-2.2,-4,28.2,-0.5,20,3,-0.19999999999999996,0,-0.59999999999999987
Matchweek 28,28,2,3,0,-1.2,0.6,-1,71.6,-0.4,7,5,0.39999999999999991,0.8,0.60000000000000009
Matchweek 28,28,3,0,-1.6,-8.4,-4.8,3.2,-229.8,-1.1,15,1,-2.2,-1,-1.6
Matchweek 28,28,3,1,0,-8.6,-2.2,-1.4,-137.8,-0.3,15,13,-0.39999999999999991,0.59999999999999987,-1.7999999999999998
Matchweek 29,29,1,0,0,0.2,-0.6,-0.8,150.2,0.1,9,15,0.40000000000000013,0.60000000000000009,1
Matchweek 29,29,1,1,-0.4,-1.2,-0.8,-3,-178.2,-0.2,10,7,0.40000000000000013,-0.40000000000000013,0.40000000000000013
Matchweek 29,29,4,0,-0.6,1.2,-1.4,0.6,176.4,-0.7,4,12,-0.40000000000000013,-0.80000000000000027,0.20000000000000018
Matchweek 29,29,1,0,-0.8,3.2,0.8,1,78.6,0.2,10,15,0.19999999999999996,-0.39999999999999991,-0.79999999999999993
Matchweek 29,29,4,0,0.4,0.2,0.2,8.2,-15.4,0.1,3,17,0.19999999999999996,-0.39999999999999991,0.59999999999999987
Matchweek 29,29,2,1,0.6,4,1.8,4,250.6,0.3,1,18,1,1.6,3
Matchweek 29,29,2,0,-0.2,-1.6,-1,4.4,-142.8,-1.3,5,2,-0.79999999999999982,-0.60000000000000009,-0.60000000000000009
Matchweek 29,29,1,0,0.2,-1,-0.6,-1.2,-16.4,0.1,8,20,0.39999999999999991,0.8,0.8
Matchweek 29,29,0,1,0.8,3.4,1.4,0.8,45,0.3,14,13,0.6,0,2
Matchweek 29,29,0,0,0.6,-1.8,-1.2,5,-140.8,0.4,6,18,1.4000000000000001,0.60000000000000009,1.2
Matchweek 30,30,1,2,-1.6,-4.8,-2.4,-5.2,-202.8,-0.2,18,3,-1.4000000000000001,0,-0.39999999999999991
Matchweek 30,30,0,2,0.4,-2,0,-9,-56.4,0.3,19,8,-1.2,0,-1.2
Matchweek 30,30,2,1,-1,3.8,0.8,5.2,61,0,15,10,-1.6,-1,-0.60000000000000009
Matchweek 30,30,0,0,-0.2,-3.4,-1,4.8,-250.2,0.2,11,1,-1,-0.79999999999999982,-1
Matchweek 30,30,5,0,0,2.8,1.6,-7,367.2,0.3,2,11,0,1.2000000000000002,0.40000000000000013
Matchweek 30,30,3,0,-0.6,2.6,0.8,1.2,-10.6,0.1,13,9,-0.8,-0.60000000000000009,-0.19999999999999996
Matchweek 30,30,0,3,-0.6,-3.6,-0.2,-0.2,27.4,0.2,20,14,0.20000000000000007,0,-1.6
Matchweek 30,30,1,1,0,-3.2,-1,3.6,19.6,0,7,6,-0.80000000000000027,-0.19999999999999996,0
Matchweek 30,30,1,1,0,-3.8,-1.2,-1.6,-98.4,-0.4,15,3,0.19999999999999996,1.2,0
Matchweek 30,30,0,2,0.4,-4.8,1,-8.2,-107.2,-0.7,17,5,-0.60000000000000009,0.39999999999999991,-1.4
Matchweek 31,31,1,0,0.2,1.8,1.2,0,-11.4,0.7,9,16,0.20000000000000018,-0.39999999999999991,0.19999999999999996
Matchweek 31,31,2,1,-0.2,2.4,-0.8,4.4,-72,-0.6,3,2,-0.39999999999999991,-0.60000000000000009,-0.60000000000000009
Matchweek 31,31,0,0,0.4,1.8,0,0.4,-6.6,0.1,4,15,0,0.39999999999999991,0.99999999999999989
Matchweek 31,31,4,0,0,3.2,0.8,-7.6,283.4,0.2,1,9,-0.39999999999999991,1.4,0.79999999999999982
Matchweek 31,31,3,0,1,3,2.6,0.8,-19,0.4,6,12,0.60000000000000009,0.39999999999999991,0.79999999999999993
Matchweek 31,31,1,1,0.4,3.2,1.2,4.4,91.6,0.3,13,17,1.2,0.20000000000000018,-0.4
Matchweek 31,31,0,1,-1,-3,-1.2,0.4,77.4,-0.7,20,9,-0.4,-0.80000000000000027,-0.60000000000000009
Matchweek 31,31,0,2,-0.4,5.4,1,5.8,-56.2,0.1,14,8,-0.60000000000000009,-0.8,1.2000000000000002
Matchweek 31,31,1,0,0.4,3.4,0.4,4.4,208.8,0.4,7,17,0.4,-0.60000000000000009,1.4
Matchweek 31,31,1,0,0.8,4,1,11.6,34.8,0.6,5,19,2,-0.40000000000000013,1.4
Matchweek 32,32,5,0,1.2,-0.6,0.2,-6.2,-13.4,0.1,7,20,1.2000000000000002,1.2000000000000002,0.39999999999999997
Matchweek 32,32,0,1,-1.4,-4,-1,-10.8,-106.2,-0.9,18,4,-2.2,-0.39999999999999991,-1.2
Matchweek 32,32,1,4,-0.4,-4.8,-2,-3,-121.2,-0.5,19,12,-1.4000000000000001,-0.20000000000000018,-1
Matchweek 32,32,0,3,-1.4,-3,-2.4,6,-88.2,-0.7,16,6,-1.0000000000000002,-1,-0.6
Matchweek 32,32,0,1,0,-0.6,-0.6,6.2,0.4,-0.5,12,9,0.79999999999999982,0,0.20000000000000018
Matchweek 32,32,2,1,-0.2,-2.6,0.4,-1.2,-125.4,0.2,9,4,0,0.40000000000000013,-0.19999999999999996
Matchweek 32,32,3,0,0.2,-1,1,-3,-23.4,0.2,2,1,-0.19999999999999996,-0.39999999999999991,-0.19999999999999996
Matchweek 32,32,3,1,-0.6,-3.2,-1.4,-1.2,-95,-0.5,11,7,0,0.60000000000000009,-0.4
Matchweek 32,32,0,3,-0.4,-5.8,-1.6,-2.8,-52.2,-0.3,17,14,-0.39999999999999991,0.40000000000000013,-0.60000000000000009
Matchweek 32,32,3,2,-1.4,-7.6,-2.8,1,-294,-1,15,3,-2,0,-1.2
Matchweek 33,33,1,1,-0.2,2.6,0.8,-0.8,-24.8,0.3,9,11,0.20000000000000018,0.20000000000000018,0.79999999999999993
Matchweek 33,33,3,0,1.6,7.8,3.6,-1.4,275.2,1,3,17,1.2,0.39999999999999991,0.6
Matchweek 33,33,3,0,0.4,5,1,-1.2,189.6,0.4,4,14,-0.8,0,-0.39999999999999991
Matchweek 33,33,2,0,0.8,2.4,1.2,1.8,349,0.3,1,18,0.99999999999999989,2.2,1.6
Matchweek 33,33,5,2,1.2,4.2,3.6,1.2,158.8,0.6,5,19,2,0.60000000000000009,1
Matchweek 33,33,2,2,0.6,3.2,1.4,-0.2,163.8,0.3,12,16,1.0000000000000002,-0.19999999999999996,1
Matchweek 33,33,0,1,-0.2,-1.4,-0.6,-2.8,-34.4,0,20,15,-0.4,0.19999999999999996,-0.39999999999999997
Matchweek 33,33,1,0,-1,-1.4,-0.8,9.8,-208.2,-0.7,12,2,-0.60000000000000009,-2,0.60000000000000009
Matchweek 33,33,0,0,0.4,2.8,0,-3.2,202,0.3,8,9,-0.60000000000000009,0.19999999999999996,-0.39999999999999991
Matchweek 33,33,0,2,-0.4,1,-1.4,5.6,11.8,0.3,6,7,0.8,-1,1
Matchweek 34,34,1,1,0.4,-3.2,1.8,-7.2,-103.6,-0.4,7,5,0.79999999999999982,1,0.6
Matchweek 34,34,0,3,-2.4,-4.4,-4.2,-4.4,-258.8,-0.9,18,4,-2.4,-1.2,-1.2000000000000002
Matchweek 34,34,0,0,0,-3.6,-1,1.2,-153.8,0,19,9,-1.2,-0.60000000000000009,-1
Matchweek 34,34,1,3,-1,-4.2,-2.4,6.4,-251.6,-0.6,15,1,-0.39999999999999991,-2.2,-0.79999999999999993
Matchweek 34,34,2,3,-2,-8.4,-5,6.6,-202,-1.5,14,3,-1.2,-0.60000000000000009,0.39999999999999991
Matchweek 34,34,1,1,-0.8,-3.8,-2.4,-4.2,-41.8,-0.3,11,12,-0.19999999999999996,1.2000000000000002,-0.40000000000000013
Matchweek 34,34,4,0,-0.4,2.8,-1.2,-3.6,201,0,2,13,-1.0000000000000002,0.8,-0.19999999999999996
Matchweek 34,34,1,0,0.2,-2.4,0.2,-0.6,-90.6,-0.3,9,6,-0.60000000000000009,0.39999999999999991,-2
Matchweek 34,34,2,1,0.2,-1.4,0.8,0.6,-109,-0.2,16,20,0.2,-0.19999999999999996,0.39999999999999997
Matchweek 34,34,0,1,0.2,2,0.4,2,-57,0.3,16,8,-0.8,-0.20000000000000018,-2
Matchweek 35,35,2,0,-0.4,0.8,0,-11.6,-99.6,0.1,18,14,-0.39999999999999997,-1.2,-0.79999999999999993
Matchweek 35,35,3,1,-0.6,-5,-2,-6,-214.8,-0.3,19,5,-1,-0.60000000000000009,-0.6
Matchweek 35,35,0,5,-1.8,-8.8,-3,6.2,-320.6,-1.2,17,2,-0.40000000000000013,-2,0
Matchweek 35,35,1,1,1,6.6,1.8,0,248.6,0.8,1,9,0,0.79999999999999982,-0.60000000000000009
Matchweek 35,35,2,2,1.4,0.2,1,-7.2,177.8,0.6,4,12,0.60000000000000009,2,0.20000000000000018
Matchweek 35,35,0,4,-0.8,-3,-2.2,-0.6,94.6,-0.9,20,15,-0.8,-1.4,0
Matchweek 35,35,3,0,-1.4,-9.6,-3.4,0.6,-209.6,-1.5,7,3,-1,0.60000000000000009,-1
Matchweek 35,35,2,1,-1.6,-0.2,-4,0.2,104.8,-0.4,7,9,-0.8,-1,-0.39999999999999991
Matchweek 35,35,2,1,-1.4,-2.4,-1.8,1.2,-103,-0.4,15,13,-0.8,-0.40000000000000013,-0.6
Matchweek 35,35,3,0,0,-0.6,-0.8,-2.8,135.6,0.1,6,11,0,-0.19999999999999996,1.2000000000000002
Matchweek 36,36,2,1,0.2,-5,-0.4,3.4,-191.4,-0.3,8,1,0,-0.39999999999999991,0
Matchweek 36,36,1,1,0,-1.6,1.2,1,-119.8,-0.5,9,6,0.40000000000000013,0.19999999999999996,0
Matchweek 36,36,1,0,1.8,5.4,4,-1.8,143.4,1.7,3,20,1.8,1.7999999999999998,1.4000000000000001
Matchweek 36,36,0,2,-2.8,-3.4,-3.2,4.4,-196.4,-1,14,4,-2.6,-1.2000000000000002,-1.0000000000000002
Matchweek 36,36,1,1,0.2,-1.8,-0.2,6,71.6,-0.2,11,18,0.8,1.6,1.2
Matchweek 36,36,2,0,-0.4,5.8,0.6,6.2,259.8,0.5,5,9,-1,-1,0
Matchweek 36,36,2,1,1.4,12,4.2,-2,351.2,1.2,2,19,1,2,0.6
Matchweek 36,36,1,3,0.8,-2,0.4,0.4,-116.8,-0.1,13,7,-0.60000000000000009,-0.20000000000000018,0.19999999999999996
Matchweek 36,36,1,1,1,3,3.2,3.2,109.2,0.5,12,17,0.8,0.6,0.19999999999999996
Matchweek 36,36,3,1,1,5.6,2.2,0,48.2,0.8,15,16,0.19999999999999996,0.40000000000000013,-0.39999999999999997
Matchweek 37,37,1,0,-1.6,1.4,-2.2,-8.4,-126,0,16,9,-1.2,-1.8,-1
Matchweek 37,37,0,2,-0.2,-3,-2.8,-6,-191.4,0,19,12,-1,-0.19999999999999996,-1.6
Matchweek 37,37,0,0,-1,-3.4,-2.8,-3.2,-41.2,-0.3,16,13,0,-0.79999999999999993,0
Matchweek 37,37,5,3,-0.4,-0.6,0.6,-3.2,-114.4,-0.3,1,3,-0.40000000000000013,0.20000000000000018,0
Matchweek 37,37,1,1,0.6,-1.8,0.6,-1.6,212.6,-0.1,4,15,0.60000000000000009,0.8,1.4000000000000001
Matchweek 37,37,0,1,-0.8,1.2,-1.2,3.6,96.6,-0.5,20,8,-1.8,-1.2000000000000002,-1.4000000000000001
Matchweek 37,37,0,1,0.8,-1,1,0.2,-26.8,0.5,10,10,0.8,0.8,-0.20000000000000007
Matchweek 37,37,2,0,-0.4,-3.4,-1.2,-3.4,-99.6,-0.8,7,5,0.20000000000000018,0,0.6
Matchweek 37,37,0,4,-1.8,-8.6,-3.6,4.8,-350,-1.2,16,2,-1.2,-1,-0.6
Matchweek 37,37,2,0,0.6,-1.4,-0.8,-7.4,56.8,0.1,5,14,1.4,0.60000000000000009,0.8
Matchweek 38,38,3,2,0.2,-1,0.8,-3,150,-0.5,8,18,0.19999999999999996,0.60000000000000009,1.2
Matchweek 38,38,1,2,0.4,1.8,1.8,-1.2,-37,0.2,9,16,0.8,1.2000000000000002,0.20000000000000018
Matchweek 38,38,2,0,0.8,5.4,2.2,-0.6,188,0.7,3,5,0.40000000000000013,1,-0.60000000000000009
Matchweek 38,38,1,1,-1,-0.4,-0.2,0.8,5,-0.1,14,7,-2.2,-0.40000000000000013,0.19999999999999996
Matchweek 38,38,1,3,-0.6,-1.4,-0.2,-0.8,98.4,-1,11,19,0.39999999999999991,0.39999999999999991,0.8
Matchweek 38,38,0,2,-1.2,2.4,0,7,25.6,0.1,5,4,-0.80000000000000027,-0.60000000000000009,-1.8000000000000003
Matchweek 38,38,5,0,2.8,13,5.6,0.6,336.4,2.3,2,20,2.4,2.4,1.2
Matchweek 38,38,1,3,-1.6,-4.8,-4,5.2,-188.4,-0.7,13,1,-1.6,-1.4000000000000001,0.39999999999999991
Matchweek 38,38,3,1,0.4,6,2.8,5,136.6,0.9,10,11,0.40000000000000013,-1.2000000000000002,1.2000000000000002
Matchweek 38,38,1,1,1.2,5,1.4,5.6,120.4,1,15,17,0.20000000000000018,1,0.4
Matchweek 6,6,0,1,-0.6,-0.4,-0.2,-5.2,53.8,-0.4,11,4,0,0.8,-0.19999999999999996
